,unique_id,x_index,y_index,time_bin,crime_count,neighbourhood_crime_count,hotspot
526417,4802,65,46,2015-01-15,1.0,45.0,0
526424,9967,124,35,2015-01-15,0.0,32.0,0
526427,4578,63,52,2015-01-15,1.0,162.0,0
526430,6615,83,38,2015-01-15,3.0,18.0,0
526446,11430,142,41,2015-01-15,0.0,20.0,0
526454,4577,63,51,2015-01-15,5.0,144.0,1
526455,8978,112,42,2015-01-15,2.0,37.0,0
526503,4349,61,55,2015-01-15,4.0,106.0,0
526505,4959,66,87,2015-01-15,0.0,22.0,0
526511,9404,117,55,2015-01-15,1.0,35.0,0
526526,5394,70,72,2015-01-15,0.0,35.0,0
526538,8488,106,30,2015-01-15,0.0,31.0,0
526544,4585,63,59,2015-01-15,1.0,121.0,0
526550,4149,59,80,2015-01-15,0.0,1.0,0
526563,4807,65,51,2015-01-15,2.0,156.0,0
526598,7422,92,61,2015-01-15,1.0,19.0,0
526610,10054,125,37,2015-01-15,6.0,46.0,1
526621,10055,125,38,2015-01-15,0.0,46.0,0
526647,5584,72,59,2015-01-15,0.0,98.0,0
526674,8565,107,28,2015-01-15,0.0,31.0,0
526721,7084,88,52,2015-01-15,0.0,24.0,0
526737,8399,105,19,2015-01-15,0.0,27.0,0
526742,9420,117,75,2015-01-15,3.0,22.0,0
526763,10069,125,52,2015-01-15,1.0,34.0,0
526795,9211,115,26,2015-01-15,0.0,24.0,0
526798,10068,125,51,2015-01-15,0.0,39.0,0
526805,8575,107,38,2015-01-15,1.0,46.0,0
526810,6989,87,47,2015-01-15,0.0,26.0,0
526825,9212,115,27,2015-01-15,0.0,22.0,0
526857,5588,72,63,2015-01-15,0.0,30.0,0
526882,8381,104,78,2015-01-15,0.0,23.0,0
526898,3486,53,92,2015-01-15,0.0,23.0,0
526914,9323,116,55,2015-01-15,0.0,37.0,0
526926,5590,72,65,2015-01-15,0.0,27.0,0
526972,4571,63,45,2015-01-15,0.0,30.0,0
526992,8557,107,20,2015-01-15,4.0,26.0,0
526994,8970,112,34,2015-01-15,0.0,48.0,0
527006,11186,139,41,2015-01-15,3.0,26.0,0
527032,11266,140,41,2015-01-15,2.0,24.0,0
527075,4572,63,46,2015-01-15,1.0,45.0,0
527090,8554,107,17,2015-01-15,0.0,24.0,0
527106,4815,65,59,2015-01-15,1.0,127.0,0
527122,10006,124,74,2015-01-15,0.0,11.0,0
527159,8412,105,32,2015-01-15,0.0,33.0,0
527168,8968,112,32,2015-01-15,0.0,47.0,0
527192,8406,105,26,2015-01-15,0.0,27.0,0
527195,2457,44,98,2015-01-15,1.0,20.0,0
527237,4732,64,91,2015-01-15,0.0,21.0,0
527263,11822,149,34,2015-01-15,0.0,6.0,0
527274,7079,88,47,2015-01-15,0.0,25.0,0
527354,4238,60,57,2015-01-15,0.0,73.0,0
527378,4237,60,56,2015-01-15,1.0,82.0,0
527383,9317,116,49,2015-01-15,1.0,19.0,0
527443,9259,115,75,2015-01-15,3.0,23.0,0
527466,10718,133,41,2015-01-15,1.0,41.0,0
527479,7623,95,19,2015-01-15,0.0,13.0,0
527576,5955,76,39,2015-01-15,0.0,13.0,0
527598,4236,60,55,2015-01-15,3.0,92.0,0
527628,8712,109,19,2015-01-15,0.0,21.0,0
527678,5892,75,74,2015-01-15,0.0,33.0,0
527688,5158,68,56,2015-01-15,2.0,153.0,0
527691,8106,101,33,2015-01-15,1.0,18.0,0
527705,5159,68,57,2015-01-15,2.0,137.0,0
527733,10392,129,37,2015-01-15,0.0,51.0,0
527757,10390,129,35,2015-01-15,0.0,39.0,0
527759,5157,68,55,2015-01-15,8.0,161.0,1
527811,5160,68,58,2015-01-15,1.0,123.0,0
527838,11348,141,41,2015-01-15,2.0,21.0,0
527855,5156,68,54,2015-01-15,13.0,164.0,1
527861,5152,68,50,2015-01-15,0.0,128.0,0
527953,5155,68,53,2015-01-15,2.0,161.0,0
527956,9093,113,73,2015-01-15,1.0,25.0,0
527996,9257,115,73,2015-01-15,2.0,24.0,0
528003,6182,78,71,2015-01-15,1.0,16.0,0
528010,5153,68,51,2015-01-15,0.0,141.0,0
528027,10397,129,42,2015-01-15,1.0,54.0,0
528054,4692,64,51,2015-01-15,2.0,158.0,0
528070,10908,135,71,2015-01-15,0.0,8.0,0
528118,8811,110,40,2015-01-15,1.0,47.0,0
528160,5987,76,71,2015-01-15,0.0,20.0,0
528193,5993,76,77,2015-01-15,1.0,22.0,0
528195,6172,78,61,2015-01-15,1.0,29.0,0
528213,4691,64,50,2015-01-15,1.0,139.0,0
528215,2911,48,91,2015-01-15,0.0,20.0,0
528221,10902,135,65,2015-01-15,0.0,4.0,0
528230,4463,62,53,2015-01-15,1.0,145.0,0
528235,10508,130,72,2015-01-15,2.0,11.0,0
528247,4694,64,53,2015-01-15,1.0,186.0,0
528329,7991,99,73,2015-01-15,2.0,22.0,0
528332,4693,64,52,2015-01-15,2.0,176.0,0
528388,7990,99,72,2015-01-15,1.0,19.0,0
528404,4687,64,46,2015-01-15,0.0,45.0,0
528409,8721,109,28,2015-01-15,0.0,34.0,0
528413,5967,76,51,2015-01-15,3.0,52.0,0
528474,5968,76,52,2015-01-15,3.0,52.0,0
528483,9502,118,75,2015-01-15,0.0,22.0,0
528484,5969,76,53,2015-01-15,1.0,53.0,0
528534,11587,144,49,2015-01-15,0.0,24.0,0
528537,11357,141,50,2015-01-15,3.0,39.0,0
528540,10953,136,38,2015-01-15,1.0,37.0,0
528571,11586,144,48,2015-01-15,0.0,24.0,0
528620,4468,62,58,2015-01-15,1.0,108.0,0
528660,8728,109,35,2015-01-15,1.0,42.0,0
528663,2568,45,93,2015-01-15,1.0,25.0,0
528702,4688,64,47,2015-01-15,0.0,59.0,0
528711,10470,130,34,2015-01-15,0.0,43.0,0
528720,8894,111,41,2015-01-15,0.0,44.0,0
528725,5977,76,61,2015-01-15,2.0,30.0,0
528744,5975,76,59,2015-01-15,1.0,44.0,0
528748,10473,130,37,2015-01-15,1.0,53.0,0
528770,7163,89,48,2015-01-15,2.0,24.0,0
528793,8186,102,37,2015-01-15,0.0,18.0,0
528807,10296,128,25,2015-01-15,3.0,18.0,0
528824,5812,74,90,2015-01-15,2.0,14.0,0
528833,5809,74,87,2015-01-15,0.0,15.0,0
528849,8657,108,42,2015-01-15,3.0,36.0,0
528862,8653,108,38,2015-01-15,3.0,49.0,0
528878,9381,117,32,2015-01-15,0.0,24.0,0
528897,5802,74,80,2015-01-15,1.0,26.0,0
528948,10311,128,40,2015-01-15,0.0,55.0,0
528961,10312,128,41,2015-01-15,2.0,58.0,0
528980,10310,128,39,2015-01-15,1.0,55.0,0
529034,11034,137,41,2015-01-15,4.0,34.0,0
529058,7165,89,50,2015-01-15,1.0,21.0,0
529081,3187,51,21,2015-01-15,0.0,7.0,0
529147,5778,74,56,2015-01-15,0.0,71.0,0
529156,11441,142,52,2015-01-15,3.0,38.0,0
529162,8643,108,28,2015-01-15,4.0,34.0,0
529172,8645,108,30,2015-01-15,0.0,40.0,0
529175,5783,74,61,2015-01-15,1.0,26.0,0
529189,8644,108,29,2015-01-15,0.0,34.0,0
529217,8226,102,77,2015-01-15,0.0,24.0,0
529221,5773,74,51,2015-01-15,2.0,58.0,0
529222,3262,51,96,2015-01-15,2.0,23.0,0
529228,5774,74,52,2015-01-15,1.0,58.0,0
529245,8227,102,78,2015-01-15,2.0,23.0,0
529255,3261,51,95,2015-01-15,0.0,25.0,0
529261,8642,108,27,2015-01-15,0.0,32.0,0
529276,5776,74,54,2015-01-15,3.0,61.0,0
529293,1637,37,103,2015-01-15,0.0,13.0,0
529313,11042,137,49,2015-01-15,1.0,33.0,0
529324,11043,137,50,2015-01-15,0.0,36.0,0
529330,9236,115,51,2015-01-15,1.0,23.0,0
529385,8651,108,36,2015-01-15,0.0,41.0,0
529391,4982,66,110,2015-01-15,3.0,5.0,0
529406,11686,146,34,2015-01-15,1.0,9.0,0
529434,8648,108,33,2015-01-15,2.0,50.0,0
529455,11044,137,51,2015-01-15,0.0,36.0,0
529512,5865,75,47,2015-01-15,0.0,28.0,0
529563,7176,89,61,2015-01-15,1.0,23.0,0
529571,9747,121,71,2015-01-15,0.0,14.0,0
529582,9378,117,29,2015-01-15,0.0,20.0,0
529586,2096,41,94,2015-01-15,4.0,22.0,0
529596,5175,68,73,2015-01-15,0.0,35.0,0
529618,7177,89,62,2015-01-15,1.0,23.0,0
529638,9485,118,58,2015-01-15,0.0,32.0,0
529703,10723,133,46,2015-01-15,1.0,37.0,0
529726,10342,128,71,2015-01-15,0.0,12.0,0
529730,5872,75,54,2015-01-15,1.0,54.0,0
529741,10987,136,72,2015-01-15,0.0,6.0,0
529804,9243,115,58,2015-01-15,0.0,27.0,0
529811,10727,133,50,2015-01-15,0.0,33.0,0
529812,8666,108,51,2015-01-15,3.0,17.0,0
529824,8668,108,53,2015-01-15,0.0,23.0,0
529843,10322,128,51,2015-01-15,2.0,38.0,0
529865,10323,128,52,2015-01-15,0.0,33.0,0
529882,8151,101,78,2015-01-15,0.0,22.0,0
529935,3147,50,96,2015-01-15,1.0,27.0,0
529971,11441,142,52,2015-01-29,5.0,28.0,1
529986,10749,133,72,2015-01-29,1.0,10.0,0
529999,8811,110,40,2015-01-29,0.0,38.0,0
530028,4982,66,110,2015-01-29,0.0,5.0,0
530038,9317,116,49,2015-01-29,0.0,24.0,0
530043,4959,66,87,2015-01-29,1.0,23.0,0
530049,4149,59,80,2015-01-29,0.0,6.0,0
530052,4126,59,57,2015-01-29,2.0,64.0,0
530084,10723,133,46,2015-01-29,0.0,38.0,0
530096,8808,110,37,2015-01-29,0.0,48.0,0
530159,1370,34,97,2015-01-29,2.0,20.0,0
530166,11440,142,51,2015-01-29,2.0,28.0,0
530236,10718,133,41,2015-01-29,1.0,45.0,0
530302,2453,44,94,2015-01-29,0.0,27.0,0
530330,1371,34,98,2015-01-29,0.0,22.0,0
530359,2452,44,93,2015-01-29,0.0,26.0,0
530366,4128,59,59,2015-01-29,1.0,58.0,0
530370,8806,110,35,2015-01-29,2.0,43.0,0
530398,2457,44,98,2015-01-29,1.0,25.0,0
530404,9323,116,55,2015-01-29,1.0,37.0,0
530405,10727,133,50,2015-01-29,1.0,20.0,0
530419,10669,132,72,2015-01-29,1.0,12.0,0
530426,11430,142,41,2015-01-29,0.0,24.0,0
530435,4979,66,107,2015-01-29,2.0,8.0,0
530440,6172,78,61,2015-01-29,0.0,36.0,0
530485,11439,142,50,2015-01-29,1.0,29.0,0
530512,1448,35,101,2015-01-29,0.0,17.0,0
530532,6182,78,71,2015-01-29,0.0,13.0,0
530533,2568,45,93,2015-01-29,1.0,26.0,0
530538,4127,59,58,2015-01-29,4.0,60.0,0
530570,5697,73,72,2015-01-29,1.0,17.0,0
530579,5696,73,71,2015-01-29,1.0,15.0,0
530606,5701,73,76,2015-01-29,0.0,28.0,0
530612,11735,147,33,2015-01-29,1.0,16.0,0
530618,5695,73,70,2015-01-29,1.0,18.0,0
530623,10157,126,55,2015-01-29,2.0,27.0,0
530627,5269,69,53,2015-01-29,1.0,160.0,0
530632,10156,126,54,2015-01-29,3.0,30.0,0
530638,10155,126,53,2015-01-29,2.0,27.0,0
530643,5270,69,54,2015-01-29,4.0,165.0,0
530647,10154,126,52,2015-01-29,1.0,28.0,0
530660,5694,73,69,2015-01-29,0.0,18.0,0
530661,4617,63,91,2015-01-29,0.0,18.0,0
530745,5719,73,94,2015-01-29,1.0,7.0,0
530854,10137,126,35,2015-01-29,0.0,40.0,0
530880,9834,122,74,2015-01-29,2.0,11.0,0
530882,8331,104,28,2015-01-29,0.0,30.0,0
530956,8304,103,78,2015-01-29,0.0,13.0,0
530962,5273,69,57,2015-01-29,1.0,153.0,0
530978,5679,73,54,2015-01-29,1.0,95.0,0
530985,8303,103,77,2015-01-29,1.0,13.0,0
530990,5686,73,61,2015-01-29,1.0,50.0,0
530996,5271,69,55,2015-01-29,3.0,164.0,0
530997,10152,126,50,2015-01-29,2.0,28.0,0
531006,5684,73,59,2015-01-29,0.0,81.0,0
531030,10140,126,38,2015-01-29,1.0,58.0,0
531037,10139,126,37,2015-01-29,4.0,59.0,0
531062,5677,73,52,2015-01-29,0.0,84.0,0
531072,10143,126,41,2015-01-29,4.0,57.0,0
531077,5675,73,50,2015-01-29,1.0,78.0,0
531083,5676,73,51,2015-01-29,4.0,81.0,0
531089,9236,115,51,2015-01-29,3.0,26.0,0
531110,8648,108,33,2015-01-29,3.0,47.0,0
531125,8651,108,36,2015-01-29,0.0,48.0,0
531163,8645,108,30,2015-01-29,0.0,36.0,0
531166,5783,74,61,2015-01-29,0.0,45.0,0
531178,8644,108,29,2015-01-29,0.0,34.0,0
531193,11686,146,34,2015-01-29,1.0,17.0,0
531226,5809,74,87,2015-01-29,1.0,12.0,0
531238,7163,89,48,2015-01-29,0.0,19.0,0
531247,10296,128,25,2015-01-29,2.0,12.0,0
531251,8657,108,42,2015-01-29,1.0,34.0,0
531263,7165,89,50,2015-01-29,0.0,19.0,0
531270,5812,74,90,2015-01-29,1.0,11.0,0
531286,8186,102,37,2015-01-29,0.0,34.0,0
531290,8653,108,38,2015-01-29,6.0,49.0,1
531349,5802,74,80,2015-01-29,1.0,25.0,0
531358,10223,127,37,2015-01-29,6.0,63.0,1
531364,8250,103,24,2015-01-29,0.0,29.0,0
531392,10227,127,41,2015-01-29,1.0,59.0,0
531418,10228,127,42,2015-01-29,1.0,61.0,0
531426,8258,103,32,2015-01-29,1.0,35.0,0
531456,10219,127,33,2015-01-29,0.0,39.0,0
531489,5776,74,54,2015-01-29,4.0,63.0,0
531500,3261,51,95,2015-01-29,2.0,20.0,0
531503,5774,74,52,2015-01-29,2.0,50.0,0
531509,3262,51,96,2015-01-29,1.0,20.0,0
531511,5773,74,51,2015-01-29,0.0,48.0,0
531513,8226,102,77,2015-01-29,0.0,13.0,0
531520,8642,108,27,2015-01-29,0.0,27.0,0
531531,8643,108,28,2015-01-29,0.0,30.0,0
531540,5778,74,56,2015-01-29,0.0,69.0,0
531589,8227,102,78,2015-01-29,1.0,14.0,0
531611,11693,146,41,2015-01-29,0.0,15.0,0
531651,4574,63,48,2015-01-29,0.0,66.0,0
531695,9906,123,60,2015-01-29,0.0,21.0,0
531699,5486,71,62,2015-01-29,0.0,64.0,0
531701,8458,105,78,2015-01-29,2.0,15.0,0
531707,5485,71,61,2015-01-29,0.0,72.0,0
531716,5484,71,60,2015-01-29,0.0,100.0,0
531727,5491,71,67,2015-01-29,0.0,23.0,0
531734,4575,63,49,2015-01-29,0.0,91.0,0
531749,9983,124,51,2015-01-29,0.0,33.0,0
531757,8554,107,17,2015-01-29,0.0,28.0,0
531766,10006,124,74,2015-01-29,0.0,14.0,0
531810,4571,63,45,2015-01-29,0.0,28.0,0
531844,4573,63,47,2015-01-29,1.0,49.0,0
531861,4572,63,46,2015-01-29,0.0,34.0,0
531886,4576,63,50,2015-01-29,6.0,120.0,1
531906,4580,63,54,2015-01-29,1.0,175.0,0
531931,5394,70,72,2015-01-29,0.0,15.0,0
531942,8494,106,36,2015-01-29,0.0,52.0,0
531971,5400,70,78,2015-01-29,0.0,31.0,0
531988,5399,70,77,2015-01-29,0.0,31.0,0
531995,9920,123,74,2015-01-29,1.0,15.0,0
532023,8479,106,21,2015-01-29,1.0,33.0,0
532035,4577,63,51,2015-01-29,2.0,136.0,0
532090,4585,63,59,2015-01-29,1.0,131.0,0
532096,8488,106,30,2015-01-29,0.0,41.0,0
532146,4578,63,52,2015-01-29,0.0,161.0,0
532148,9967,124,35,2015-01-29,1.0,36.0,0
532161,9212,115,27,2015-01-29,0.0,21.0,0
532171,6989,87,47,2015-01-29,1.0,18.0,0
532240,5590,72,65,2015-01-29,0.0,32.0,0
532245,3486,53,92,2015-01-29,0.0,18.0,0
532256,8575,107,38,2015-01-29,1.0,47.0,0
532266,10069,125,52,2015-01-29,0.0,29.0,0
532274,10068,125,51,2015-01-29,0.0,29.0,0
532286,9211,115,26,2015-01-29,0.0,22.0,0
532370,11781,148,34,2015-01-29,3.0,16.0,0
532432,8412,105,32,2015-01-29,0.0,40.0,0
532446,7079,88,47,2015-01-29,0.0,17.0,0
532494,11822,149,34,2015-01-29,1.0,16.0,0
532507,8557,107,20,2015-01-29,6.0,34.0,1
532583,10055,125,38,2015-01-29,0.0,56.0,0
532589,5584,72,59,2015-01-29,4.0,117.0,0
532592,5588,72,63,2015-01-29,0.0,48.0,0
532602,8381,104,78,2015-01-29,1.0,16.0,0
532624,10054,125,37,2015-01-29,0.0,56.0,0
532634,8565,107,28,2015-01-29,0.0,30.0,0
532653,8406,105,26,2015-01-29,0.0,30.0,0
532664,8399,105,19,2015-01-29,0.0,26.0,0
532674,7084,88,52,2015-01-29,0.0,18.0,0
532692,6819,85,60,2015-01-29,1.0,12.0,0
532700,4459,62,49,2015-01-29,0.0,74.0,0
532717,6049,77,35,2015-01-29,1.0,12.0,0
532726,10555,131,38,2015-01-29,2.0,56.0,0
532728,2801,47,97,2015-01-29,0.0,24.0,0
532730,4699,64,58,2015-01-29,0.0,150.0,0
532733,10554,131,37,2015-01-29,0.0,57.0,0
532770,4017,58,59,2015-01-29,0.0,50.0,0
532792,6048,77,34,2015-01-29,0.0,11.0,0
532794,8749,109,56,2015-01-29,0.0,37.0,0
532814,4460,62,50,2015-01-29,4.0,90.0,0
532845,9071,113,51,2015-01-29,2.0,33.0,0
532850,6066,77,52,2015-01-29,0.0,43.0,0
532855,4456,62,46,2015-01-29,0.0,30.0,0
532861,9652,120,59,2015-01-29,0.0,17.0,0
532862,6073,77,59,2015-01-29,1.0,45.0,0
532879,9653,120,60,2015-01-29,0.0,17.0,0
532906,8754,109,61,2015-01-29,0.0,27.0,0
532936,10562,131,45,2015-01-29,2.0,48.0,0
532947,2795,47,91,2015-01-29,0.0,16.0,0
532999,7990,99,72,2015-01-29,0.0,9.0,0
533007,7991,99,73,2015-01-29,2.0,12.0,0
533019,4693,64,52,2015-01-29,4.0,167.0,0
533038,2911,48,91,2015-01-29,2.0,17.0,0
533040,4691,64,50,2015-01-29,0.0,128.0,0
533055,5993,76,77,2015-01-29,1.0,25.0,0
533063,4692,64,51,2015-01-29,0.0,143.0,0
533109,4013,58,55,2015-01-29,0.0,57.0,0
533134,4461,62,51,2015-01-29,0.0,103.0,0
533140,4695,64,54,2015-01-29,3.0,181.0,0
533142,4696,64,55,2015-01-29,2.0,181.0,0
533173,4694,64,53,2015-01-29,2.0,177.0,0
533191,4463,62,53,2015-01-29,0.0,139.0,0
533220,10508,130,72,2015-01-29,0.0,13.0,0
533303,10635,132,38,2015-01-29,3.0,52.0,0
533308,5038,67,51,2015-01-29,0.0,136.0,0
533312,10634,132,37,2015-01-29,0.0,53.0,0
533333,11508,143,41,2015-01-29,1.0,21.0,0
533340,10649,132,52,2015-01-29,0.0,17.0,0
533347,10638,132,41,2015-01-29,1.0,54.0,0
533422,9623,120,30,2015-01-29,0.0,25.0,0
533442,9061,113,41,2015-01-29,0.0,34.0,0
533461,8799,110,28,2015-01-29,1.0,32.0,0
533493,5039,67,52,2015-01-29,3.0,156.0,0
533496,7915,98,74,2015-01-29,0.0,13.0,0
533514,8765,109,72,2015-01-29,2.0,21.0,0
533519,1290,33,96,2015-01-29,0.0,18.0,0
533528,8768,109,75,2015-01-29,2.0,17.0,0
533545,1292,33,98,2015-01-29,0.0,21.0,0
533558,11517,143,50,2015-01-29,1.0,24.0,0
533567,8762,109,69,2015-01-29,0.0,19.0,0
533574,6076,77,62,2015-01-29,0.0,40.0,0
533584,8761,109,68,2015-01-29,2.0,19.0,0
533588,6074,77,60,2015-01-29,3.0,41.0,0
533599,8764,109,71,2015-01-29,1.0,19.0,0
533615,8763,109,70,2015-01-29,2.0,18.0,0
533631,7897,98,56,2015-01-29,1.0,18.0,0
533632,2687,46,97,2015-01-29,2.0,29.0,0
533642,11513,143,46,2015-01-29,0.0,31.0,0
533644,5042,67,55,2015-01-29,9.0,166.0,1
533658,5041,67,54,2015-01-29,5.0,167.0,1
533677,5040,67,53,2015-01-29,2.0,161.0,0
533697,5045,67,58,2015-01-29,4.0,134.0,0
533703,11516,143,49,2015-01-29,1.0,23.0,0
533715,5046,67,59,2015-01-29,0.0,116.0,0
533729,5043,67,56,2015-01-29,4.0,154.0,0
533731,11514,143,47,2015-01-29,2.0,24.0,0
533749,5044,67,57,2015-01-29,15.0,148.0,1
533750,11515,143,48,2015-01-29,0.0,22.0,0
533828,10342,128,71,2015-01-29,2.0,12.0,0
533830,5872,75,54,2015-01-29,0.0,58.0,0
533903,5156,68,54,2015-01-29,9.0,170.0,1
533905,10392,129,37,2015-01-29,1.0,62.0,0
533918,5157,68,55,2015-01-29,14.0,169.0,1
533920,10390,129,35,2015-01-29,0.0,42.0,0
533933,10397,129,42,2015-01-29,3.0,62.0,0
533951,5155,68,53,2015-01-29,4.0,163.0,0
533953,9093,113,73,2015-01-29,0.0,22.0,0
533971,5160,68,58,2015-01-29,2.0,138.0,0
534000,8106,101,33,2015-01-29,4.0,30.0,0
534002,5158,68,56,2015-01-29,3.0,160.0,0
534007,5892,75,74,2015-01-29,0.0,23.0,0
534018,5159,68,57,2015-01-29,1.0,150.0,0
534066,8666,108,51,2015-01-29,0.0,23.0,0
534096,3187,51,21,2015-01-29,1.0,6.0,0
534130,10312,128,41,2015-01-29,2.0,62.0,0
534137,10311,128,40,2015-01-29,1.0,65.0,0
534145,10310,128,39,2015-01-29,0.0,63.0,0
534173,7177,89,62,2015-01-29,0.0,16.0,0
534191,9747,121,71,2015-01-29,0.0,15.0,0
534220,5865,75,47,2015-01-29,0.0,33.0,0
534229,7176,89,61,2015-01-29,1.0,17.0,0
534230,8668,108,53,2015-01-29,5.0,25.0,1
534235,9243,115,58,2015-01-29,1.0,25.0,0
534243,10323,128,52,2015-01-29,0.0,29.0,0
534249,8151,101,78,2015-01-29,0.0,14.0,0
534251,10322,128,51,2015-01-29,1.0,29.0,0
534266,5175,68,73,2015-01-29,0.0,20.0,0
534288,3147,50,96,2015-01-29,0.0,22.0,0
534297,8721,109,28,2015-01-29,0.0,31.0,0
534301,4687,64,46,2015-01-29,2.0,34.0,0
534344,5969,76,53,2015-01-29,1.0,51.0,0
534351,5968,76,52,2015-01-29,3.0,46.0,0
534359,5967,76,51,2015-01-29,5.0,45.0,1
534387,5955,76,39,2015-01-29,2.0,11.0,0
534402,11586,144,48,2015-01-29,0.0,21.0,0
534424,11587,144,49,2015-01-29,0.0,22.0,0
534437,8728,109,35,2015-01-29,1.0,44.0,0
534476,5987,76,71,2015-01-29,0.0,17.0,0
534496,4468,62,58,2015-01-29,1.0,118.0,0
534497,5975,76,59,2015-01-29,2.0,47.0,0
534517,10470,130,34,2015-01-29,0.0,34.0,0
534523,4688,64,47,2015-01-29,2.0,49.0,0
534528,10473,130,37,2015-01-29,1.0,62.0,0
534548,5977,76,61,2015-01-29,5.0,45.0,1
534565,9259,115,75,2015-01-29,0.0,9.0,0
534631,5152,68,50,2015-01-29,1.0,126.0,0
534651,5153,68,51,2015-01-29,1.0,137.0,0
534695,9257,115,73,2015-01-29,0.0,14.0,0
534721,8712,109,19,2015-01-29,0.0,30.0,0
534850,10877,135,40,2015-01-29,0.0,42.0,0
534856,11357,141,50,2015-01-29,1.0,29.0,0
534863,9404,117,55,2015-01-29,1.0,37.0,0
534873,4926,66,54,2015-01-29,4.0,170.0,0
534923,8956,112,20,2015-01-29,2.0,28.0,0
535029,4807,65,51,2015-01-29,1.0,141.0,0
535035,4925,66,53,2015-01-29,2.0,167.0,0
535052,7339,91,60,2015-01-29,1.0,18.0,0
535055,11122,138,52,2015-01-29,1.0,32.0,0
535085,10902,135,65,2015-01-29,0.0,4.0,0
535087,1522,36,95,2015-01-29,0.0,21.0,0
535103,9461,118,34,2015-01-29,0.0,28.0,0
535120,4815,65,59,2015-01-29,1.0,126.0,0
535128,4810,65,54,2015-01-29,1.0,172.0,0
535149,4349,61,55,2015-01-29,0.0,103.0,0
535189,10828,134,71,2015-01-29,0.0,7.0,0
535200,4814,65,58,2015-01-29,1.0,141.0,0
535205,9420,117,75,2015-01-29,1.0,12.0,0
535219,4928,66,56,2015-01-29,3.0,157.0,0
535352,4835,65,79,2015-01-29,2.0,24.0,0
535363,9408,117,59,2015-01-29,1.0,22.0,0
535371,4927,66,55,2015-01-29,1.0,169.0,0
535374,9326,116,58,2015-01-29,2.0,25.0,0
535397,10953,136,38,2015-01-29,1.0,41.0,0
535493,4732,64,91,2015-01-29,2.0,18.0,0
535512,4922,66,50,2015-01-29,0.0,126.0,0
535587,6340,80,40,2015-01-29,1.0,18.0,0
535627,11042,137,49,2015-01-29,1.0,28.0,0
535631,4843,65,87,2015-01-29,3.0,22.0,0
535668,4236,60,55,2015-01-29,3.0,83.0,0
535693,8842,110,71,2015-01-29,0.0,21.0,0
535694,4921,66,49,2015-01-29,0.0,98.0,0
535698,9381,117,32,2015-01-29,0.0,29.0,0
535711,11266,140,41,2015-01-29,3.0,26.0,0
535717,8978,112,42,2015-01-29,1.0,32.0,0
535734,8970,112,34,2015-01-29,0.0,48.0,0
535775,4237,60,56,2015-01-29,1.0,75.0,0
535801,11186,139,41,2015-01-29,2.0,28.0,0
535823,4809,65,53,2015-01-29,6.0,169.0,1
535832,4924,66,52,2015-01-29,5.0,160.0,1
535851,4350,61,56,2015-01-29,2.0,95.0,0
535870,6349,80,49,2015-01-29,3.0,35.0,0
535872,4386,61,92,2015-01-29,0.0,17.0,0
535880,8881,111,28,2015-01-29,1.0,33.0,0
535896,11120,138,50,2015-01-29,0.0,33.0,0
535903,11044,137,51,2015-01-29,3.0,27.0,0
535908,7520,93,77,2015-01-29,1.0,10.0,0
535922,8968,112,32,2015-01-29,1.0,44.0,0
535953,2369,44,8,2015-01-29,1.0,10.0,0
535955,11034,137,41,2015-01-29,3.0,35.0,0
535965,11107,138,37,2015-01-29,0.0,29.0,0
536008,10798,134,41,2015-01-29,0.0,41.0,0
536015,11043,137,50,2015-01-29,0.0,28.0,0
536030,4923,66,51,2015-01-29,2.0,139.0,0
536037,4802,65,46,2015-01-29,0.0,34.0,0
536038,4808,65,52,2015-01-29,2.0,163.0,0
536063,4273,60,92,2015-01-29,1.0,15.0,0
536071,4238,60,57,2015-01-29,1.0,75.0,0
536086,11119,138,49,2015-01-29,0.0,33.0,0
536133,6615,83,38,2015-01-29,1.0,13.0,0
536140,7623,95,19,2015-01-29,1.0,8.0,0
536189,9378,117,29,2015-01-29,1.0,29.0,0
536199,2096,41,94,2015-01-29,3.0,21.0,0
536229,7422,92,61,2015-01-29,1.0,18.0,0
536247,11197,139,52,2015-01-29,0.0,30.0,0
536283,4831,65,75,2015-01-29,0.0,20.0,0
536303,4803,65,47,2015-01-29,1.0,49.0,0
536357,9402,117,53,2015-01-29,0.0,35.0,0
536359,10908,135,71,2015-01-29,2.0,9.0,0
536420,1753,38,101,2015-01-29,0.0,20.0,0
536421,9485,118,58,2015-01-29,1.0,22.0,0
536435,4812,65,56,2015-01-29,0.0,161.0,0
536444,6609,83,32,2015-01-29,2.0,5.0,0
536482,2338,43,98,2015-01-29,0.0,24.0,0
536506,11348,141,41,2015-01-29,4.0,27.0,0
536607,4833,65,77,2015-01-29,1.0,20.0,0
536620,8973,112,37,2015-01-29,1.0,52.0,0
536660,10987,136,72,2015-01-29,0.0,9.0,0
536672,1637,37,103,2015-01-29,1.0,13.0,0
536718,9502,118,75,2015-01-29,0.0,12.0,0
536722,8894,111,41,2015-01-29,0.0,35.0,0
536758,4348,61,54,2015-01-29,2.0,101.0,0
536763,8974,112,38,2015-01-29,1.0,51.0,0
536794,1752,38,100,2015-01-29,0.0,24.0,0
536830,4929,66,57,2015-01-29,1.0,153.0,0
536841,6610,83,33,2015-01-29,0.0,8.0,0
