,unique_id,x_index,y_index,time_bin,crime_count,neighbor_1_1,neighbor_2_1,neighbor_3_1,neighbor_1_2,neighbor_3_2,neighbor_1_3,neighbor_2_3,neighbor_3_3,hotspot
545694,4693,64,52,2015-02-26,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,5.0,0
545695,4694,64,53,2015-02-26,2.0,1.0,1.0,0.0,1.0,6.0,7.0,5.0,2.0,0
545696,4695,64,54,2015-02-26,6.0,1.0,0.0,0.0,2.0,0.0,5.0,2.0,0.0,1
545697,4696,64,55,2015-02-26,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,0
545700,4699,64,58,2015-02-26,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0
545728,4732,64,91,2015-02-26,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
545770,4802,65,46,2015-02-26,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0
545771,4803,65,47,2015-02-26,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
545775,4807,65,51,2015-02-26,1.0,0.0,1.0,1.0,1.0,7.0,0.0,4.0,0.0,0
545776,4808,65,52,2015-02-26,7.0,1.0,1.0,2.0,1.0,5.0,4.0,0.0,1.0,1
545777,4809,65,53,2015-02-26,5.0,1.0,2.0,6.0,7.0,2.0,0.0,1.0,4.0,1
545778,4810,65,54,2015-02-26,2.0,2.0,6.0,0.0,5.0,0.0,1.0,4.0,3.0,0
545779,4811,65,55,2015-02-26,0.0,6.0,0.0,0.0,2.0,1.0,4.0,3.0,4.0,0
545780,4812,65,56,2015-02-26,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,0
545782,4814,65,58,2015-02-26,2.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0
545783,4815,65,59,2015-02-26,2.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0
545794,4831,65,75,2015-02-26,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
545796,4833,65,77,2015-02-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
545798,4835,65,79,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
545806,4843,65,87,2015-02-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
545857,4921,66,49,2015-02-26,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
545858,4922,66,50,2015-02-26,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,0
545859,4923,66,51,2015-02-26,4.0,1.0,1.0,7.0,0.0,0.0,0.0,2.0,2.0,0
545860,4924,66,52,2015-02-26,0.0,1.0,7.0,5.0,4.0,1.0,2.0,2.0,6.0,0
545861,4925,66,53,2015-02-26,1.0,7.0,5.0,2.0,0.0,4.0,2.0,6.0,3.0,0
545862,4926,66,54,2015-02-26,4.0,5.0,2.0,0.0,1.0,3.0,6.0,3.0,5.0,0
545863,4927,66,55,2015-02-26,3.0,2.0,0.0,1.0,4.0,4.0,3.0,5.0,10.0,0
545864,4928,66,56,2015-02-26,4.0,0.0,1.0,0.0,3.0,1.0,5.0,10.0,7.0,0
545865,4929,66,57,2015-02-26,1.0,1.0,0.0,2.0,4.0,1.0,10.0,7.0,1.0,0
545891,4959,66,87,2015-02-26,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
545903,4979,66,107,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
545905,4982,66,110,2015-02-26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
545938,5038,67,51,2015-02-26,2.0,0.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,0
545939,5039,67,52,2015-02-26,2.0,4.0,0.0,1.0,2.0,6.0,2.0,1.0,2.0,0
545940,5040,67,53,2015-02-26,6.0,0.0,1.0,4.0,2.0,3.0,1.0,2.0,7.0,1
545941,5041,67,54,2015-02-26,3.0,1.0,4.0,3.0,6.0,5.0,2.0,7.0,9.0,0
545942,5042,67,55,2015-02-26,5.0,4.0,3.0,4.0,3.0,10.0,7.0,9.0,2.0,1
545943,5043,67,56,2015-02-26,10.0,3.0,4.0,1.0,5.0,7.0,9.0,2.0,1.0,1
545944,5044,67,57,2015-02-26,7.0,4.0,1.0,1.0,10.0,1.0,2.0,1.0,0.0,1
545945,5045,67,58,2015-02-26,1.0,1.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0
545946,5046,67,59,2015-02-26,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
546013,5152,68,50,2015-02-26,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0
546014,5153,68,51,2015-02-26,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0
546016,5155,68,53,2015-02-26,2.0,2.0,6.0,3.0,1.0,7.0,0.0,0.0,6.0,0
546017,5156,68,54,2015-02-26,7.0,6.0,3.0,5.0,2.0,9.0,0.0,6.0,5.0,1
546018,5157,68,55,2015-02-26,9.0,3.0,5.0,10.0,7.0,2.0,6.0,5.0,0.0,1
546019,5158,68,56,2015-02-26,2.0,5.0,10.0,7.0,9.0,1.0,5.0,0.0,1.0,0
546020,5159,68,57,2015-02-26,1.0,10.0,7.0,1.0,2.0,0.0,0.0,1.0,0.0,0
546021,5160,68,58,2015-02-26,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
546034,5175,68,73,2015-02-26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
546089,5269,69,53,2015-02-26,0.0,1.0,2.0,7.0,0.0,6.0,0.0,0.0,0.0,0
546090,5270,69,54,2015-02-26,6.0,2.0,7.0,9.0,0.0,5.0,0.0,0.0,0.0,1
546091,5271,69,55,2015-02-26,5.0,7.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0,1
546093,5273,69,57,2015-02-26,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
546159,5394,70,72,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
546164,5399,70,77,2015-02-26,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
546165,5400,70,78,2015-02-26,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0
546200,5484,71,60,2015-02-26,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0
546201,5485,71,61,2015-02-26,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
546202,5486,71,62,2015-02-26,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0
546207,5491,71,67,2015-02-26,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0
546263,5584,72,59,2015-02-26,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
546267,5588,72,63,2015-02-26,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
546269,5590,72,65,2015-02-26,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
546323,5675,73,50,2015-02-26,3.0,0.0,0.0,3.0,0.0,6.0,0.0,2.0,4.0,0
546324,5676,73,51,2015-02-26,6.0,0.0,3.0,1.0,3.0,2.0,2.0,4.0,0.0,1
546325,5677,73,52,2015-02-26,2.0,3.0,1.0,1.0,6.0,0.0,4.0,0.0,0.0,0
546327,5679,73,54,2015-02-26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
546332,5684,73,59,2015-02-26,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
546334,5686,73,61,2015-02-26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0
546342,5694,73,69,2015-02-26,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0
546343,5695,73,70,2015-02-26,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
546344,5696,73,71,2015-02-26,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0
546345,5697,73,72,2015-02-26,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
546349,5701,73,76,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
546365,5719,73,94,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
546395,5773,74,51,2015-02-26,4.0,3.0,6.0,2.0,2.0,0.0,2.0,1.0,0.0,0
546396,5774,74,52,2015-02-26,0.0,6.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0
546398,5776,74,54,2015-02-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
546400,5778,74,56,2015-02-26,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
546405,5783,74,61,2015-02-26,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0
546424,5802,74,80,2015-02-26,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
546431,5809,74,87,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
546434,5812,74,90,2015-02-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
546467,5865,75,47,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
546474,5872,75,54,2015-02-26,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0
546494,5892,75,74,2015-02-26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
546539,5955,76,39,2015-02-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
546551,5967,76,51,2015-02-26,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0
546552,5968,76,52,2015-02-26,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
546553,5969,76,53,2015-02-26,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
546559,5975,76,59,2015-02-26,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,0
546561,5977,76,61,2015-02-26,0.0,1.0,1.0,0.0,0.0,4.0,3.0,0.0,2.0,0
546570,5987,76,71,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
546576,5993,76,77,2015-02-26,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0
546614,6048,77,34,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
546615,6049,77,35,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
546632,6066,77,52,2015-02-26,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
546639,6073,77,59,2015-02-26,2.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0
546640,6074,77,60,2015-02-26,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0
546642,6076,77,62,2015-02-26,2.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0
546726,6172,78,61,2015-02-26,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0
546736,6182,78,71,2015-02-26,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
546854,6340,80,40,2015-02-26,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
546863,6349,80,49,2015-02-26,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
547046,6609,83,32,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
547047,6610,83,33,2015-02-26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
547052,6615,83,38,2015-02-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
547210,6819,85,60,2015-02-26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
547338,6989,87,47,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
547409,7079,88,47,2015-02-26,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
547414,7084,88,52,2015-02-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
547479,7163,89,48,2015-02-26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
547481,7165,89,50,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
547491,7176,89,61,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
547492,7177,89,62,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
547625,7339,91,60,2015-02-26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
547696,7422,92,61,2015-02-26,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0
547779,7520,93,77,2015-02-26,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
547862,7623,95,19,2015-02-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
548091,7897,98,56,2015-02-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
548108,7915,98,74,2015-02-26,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
548172,7990,99,72,2015-02-26,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0
548173,7991,99,73,2015-02-26,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
548265,8106,101,33,2015-02-26,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0
548305,8151,101,78,2015-02-26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
548332,8186,102,37,2015-02-26,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0
548365,8226,102,77,2015-02-26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
548366,8227,102,78,2015-02-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
548380,8250,103,24,2015-02-26,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
548388,8258,103,32,2015-02-26,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
548429,8303,103,77,2015-02-26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
548430,8304,103,78,2015-02-26,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
548446,8331,104,28,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
548494,8381,104,78,2015-02-26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
548502,8399,105,19,2015-02-26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
548509,8406,105,26,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
548515,8412,105,32,2015-02-26,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
548558,8458,105,78,2015-02-26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
548565,8479,106,21,2015-02-26,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0
548574,8488,106,30,2015-02-26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
548580,8494,106,36,2015-02-26,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
548622,8554,107,17,2015-02-26,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0
548625,8557,107,20,2015-02-26,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0
548633,8565,107,28,2015-02-26,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
548643,8575,107,38,2015-02-26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0
548698,8642,108,27,2015-02-26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
548699,8643,108,28,2015-02-26,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
548700,8644,108,29,2015-02-26,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
548701,8645,108,30,2015-02-26,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0
548704,8648,108,33,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
548707,8651,108,36,2015-02-26,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
548709,8653,108,38,2015-02-26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
548713,8657,108,42,2015-02-26,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0
548722,8666,108,51,2015-02-26,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
548724,8668,108,53,2015-02-26,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
548757,8712,109,19,2015-02-26,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0
548766,8721,109,28,2015-02-26,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
548773,8728,109,35,2015-02-26,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0
548794,8749,109,56,2015-02-26,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0
548799,8754,109,61,2015-02-26,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
548806,8761,109,68,2015-02-26,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0
548807,8762,109,69,2015-02-26,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
548808,8763,109,70,2015-02-26,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0
548809,8764,109,71,2015-02-26,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
548810,8765,109,72,2015-02-26,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
548813,8768,109,75,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
548832,8799,110,28,2015-02-26,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
548839,8806,110,35,2015-02-26,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
548841,8808,110,37,2015-02-26,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
548844,8811,110,40,2015-02-26,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
548875,8842,110,71,2015-02-26,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0
548900,8881,111,28,2015-02-26,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0
548913,8894,111,41,2015-02-26,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
548961,8956,112,20,2015-02-26,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
548973,8968,112,32,2015-02-26,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
548975,8970,112,34,2015-02-26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
548978,8973,112,37,2015-02-26,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0
548979,8974,112,38,2015-02-26,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0
548983,8978,112,42,2015-02-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
548992,8987,112,51,2015-02-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
549048,9061,113,41,2015-02-26,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
549058,9071,113,51,2015-02-26,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
549080,9093,113,73,2015-02-26,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0
549154,9211,115,26,2015-02-26,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
549155,9212,115,27,2015-02-26,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
549177,9236,115,51,2015-02-26,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
549184,9243,115,58,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0
549192,9257,115,73,2015-02-26,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
549194,9259,115,75,2015-02-26,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0
549230,9317,116,49,2015-02-26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
549236,9323,116,55,2015-02-26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0
549239,9326,116,58,2015-02-26,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
549261,9378,117,29,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
549264,9381,117,32,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
549283,9402,117,53,2015-02-26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
549285,9404,117,55,2015-02-26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
549289,9408,117,59,2015-02-26,1.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0
549299,9420,117,75,2015-02-26,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
549318,9461,118,34,2015-02-26,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
549338,9485,118,58,2015-02-26,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
549355,9502,118,75,2015-02-26,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
549434,9623,120,30,2015-02-26,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
549462,9652,120,59,2015-02-26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
549463,9653,120,60,2015-02-26,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
549540,9747,121,71,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
549605,9834,122,74,2015-02-26,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
549654,9906,123,60,2015-02-26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
549667,9920,123,74,2015-02-26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0
549692,9967,124,35,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
549708,9983,124,51,2015-02-26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
549731,10006,124,74,2015-02-26,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
549762,10054,125,37,2015-02-26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0
549763,10055,125,38,2015-02-26,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
549776,10068,125,51,2015-02-26,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0
549777,10069,125,52,2015-02-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
549820,10137,126,35,2015-02-26,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
549822,10139,126,37,2015-02-26,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0
549823,10140,126,38,2015-02-26,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,0
549826,10143,126,41,2015-02-26,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0
549835,10152,126,50,2015-02-26,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
549837,10154,126,52,2015-02-26,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
549838,10155,126,53,2015-02-26,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0
549839,10156,126,54,2015-02-26,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
549840,10157,126,55,2015-02-26,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
549878,10219,127,33,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
549882,10223,127,37,2015-02-26,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0
549886,10227,127,41,2015-02-26,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0
549887,10228,127,42,2015-02-26,0.0,0.0,1.0,0.0,4.0,0.0,1.0,2.0,0.0,0
549929,10296,128,25,2015-02-26,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
549943,10310,128,39,2015-02-26,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0
549944,10311,128,40,2015-02-26,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0
549945,10312,128,41,2015-02-26,1.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0
549955,10322,128,51,2015-02-26,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0
549956,10323,128,52,2015-02-26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
549974,10342,128,71,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
549996,10390,129,35,2015-02-26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
549998,10392,129,37,2015-02-26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0
550003,10397,129,42,2015-02-26,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0
550055,10470,130,34,2015-02-26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
550058,10473,130,37,2015-02-26,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
550092,10508,130,72,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
550119,10554,131,37,2015-02-26,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0
550120,10555,131,38,2015-02-26,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
550127,10562,131,45,2015-02-26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
550172,10634,132,37,2015-02-26,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0
550173,10635,132,38,2015-02-26,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0
550176,10638,132,41,2015-02-26,4.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0
550187,10649,132,52,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
550205,10669,132,72,2015-02-26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
550230,10718,133,41,2015-02-26,0.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0
550235,10723,133,46,2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
